date,text,user
2019-07-20 01:59:48+00:00,"yeah, it totally makes sense if by private he means public global common good. ",jbrukh
2019-07-15 09:01:57+00:00,rethinking education towards a global common good? [report] ,GBProPBMBN
2019-07-11 05:56:46+00:00,"healthier the animals, healthier the products! according to the organisation, is a global common good which forms an integral part of responsible development of the livestock sector. ",MoveTheWorldIN
2019-07-10 15:22:03+00:00, may not be militarily or economically the most powerful but has been politically and diplomatically active player in areas of global common good like change say fmr pres of tanzania jakaya kikwete at a event underway in addis ababa,nuurist
2019-07-09 17:04:45+00:00,"in the terrible times faced by peoples world over, and the , this is a soul, a spiritual issue, especially for peoples of : a moral imperative, this is the way so called silent majorities have leverage vs common good global common goods @marwilliamson",benavides_marta
2019-07-09 17:03:36+00:00,"in the terrible times faced by peoples world over, and the , this is a soul, a spiritual issue, especially for peoples of global north: a moral imperative, this is the way so called silent majorities have leverage vs common good and global common goods @noelenen @un",benavides_marta
2019-07-09 07:34:00+00:00," reloaded: gemeingüter (commons) als konzeptionelle säule für das @die_gdi -mission statement: wir forschen zum global common good ! vgl. dlf-rezi von silke helfrich und david bollier - „frei, fair und lebendig“ ",btrautner
2019-07-08 11:20:46+00:00,iam platform curated tweet: a global common good : improving financing for un humanitarian aid - world - reliefweb - ,IAM__Network
2019-07-06 14:21:28+00:00,"excellent. if we are serious about using ehrs for the global common good, we cant have the almighty dollar rule every transaction.",kooswilt
2019-07-05 01:52:26+00:00,one could also argue that patritotism is “proper love of the country not at the expense of the global common good” whereas nationlaism is “love of country *at the expense* of the global common good”.,SynthCath
2019-07-03 04:15:53+00:00,"i agree. i look forward to reading it. i’ve been thinking about an article on why christians should stop saying “god bless america.” it’s presumptuous & sanctimonious, easily co-opted by christian nationalism, & undermines universal neighbor love, global common good solidarity.",marcusmescher
2019-07-03 01:59:37+00:00,rethinking education: towards a global common good? -- tulisan clarissa,bloggerkampus
2019-06-30 22:02:47+00:00,we live in a culture of aggrandized individualism that places greater value on personal identity construction than on the global common good,rawan_aljaber8
2019-06-19 19:49:00+00:00,"our new policy analysis ""a global common good"" is out now! author dieter reinhardt discusses proposals, including a mandatory , to ensure that is delivered as effectively as possible.",fesnewyork
2019-06-12 11:29:48+00:00,"""in today’s interconnected world, improving public health is a global common good.... our global health security is only as strong as our weakest link."" - lady roslyn morauta @themandarinau",GlobalFund
2019-06-12 00:07:35+00:00,"the country that had largely created the global rules-based order, the united states, and which had been counted on to do what canada cannot – be the system’s enforcer – is instead now sacrificing the global common good for its short-term gain. ",RobinMacNab
2019-06-06 07:28:49+00:00,"day 2 of the with prof. dr. dilly fung of the @lsepublicpolicy: „undergraduate research needs to be framed as part of a holistic, strategic commitment to enhancing higher education for the global common good.” @devondilly",UniHohenheim
2019-06-04 18:28:21+00:00,"a matter of is for peoples of global north to know and know well that all domestic policies affect globally and presently most of those policies are not considering the global common goods and global common good, and it’s bad for those of the north @robertovalentun",benavides_marta
2019-06-04 18:27:44+00:00,"a matter of is for peoples of the global north to know and know well that all domestic policies affect globally and presently most of those policies are not considering the global common goods and global common good, and it’s bad for those of the north @climate21",benavides_marta
2019-06-01 00:40:05+00:00,public theology and the global common good. the contribution of david hollenbach ,PhilDocCenter
